fecha,anio,mes,mes_nombre,mes_orden,dia_semana,hora,hora_num,franja_horaria,area,direccion_hecho,barrio_hecho,clase_de_accidente,gravedad_del_accidente,clase_de_vehiculo,clase_de_servicio,controles_de_transito,coordenada_geografica
2023-03-25,2023,3,Marzo,3,Sábado,16:45:00,16.0,Tarde,URBANA,CALLE 26 CARRERA 30,CENTRO,CHOQUE,CON HERIDOS,MOTOCICLETA,PARTICULAR,SEMAFORO,POINT (-76.194931 4.08469)
2023-03-26,2023,3,Marzo,3,Domingo,23:30:00,23.0,Noche,RURAL,CALLE 27W VIA NARI„O,FARFAN,ATROPELLO,CON HERIDOS,MOTOCICLETA,PARTICULAR,VERTICAL,POINT (-76.211616 4.086879)
2023-03-27,2023,3,Marzo,3,Lunes,12:30:00,12.0,Tarde,URBANA,CALLE 26A FRENTE 16-27,,CHOQUE,CON MUERTO,MOTOCICLETA,PARTICULAR,,POINT (-76.203859 4.086599)
2023-03-27,2023,3,Marzo,3,Lunes,01:05:00,1.0,Madrugada,URBANA,VIA TULUA NARI„O CALLE 27 8 OESTE,COMUNA 6,CHOQUE,CON MUERTO,MOTOCICLETA,PARTICULAR,VERTICAL,POINT (-76.196178 4.084063)
2023-03-27,2023,3,Marzo,3,Lunes,23:30:00,23.0,Noche,URBANA,CARRERA 40 FRENTE AL 27-87,,CHOQUE,CON HERIDOS,MOTOCICLETA,PARTICULAR,,POINT (-76.188386 4.077806)
2023-03-29,2023,3,Marzo,3,Miércoles,10:20:00,10.0,Mañana,URBANA,CARRERA 34 CALLE 29,COMUNA 1,CAIDA OCUPANTE,CON HERIDOS,CAMIONETA,PUBLICO,VERTICAL,POINT (-76.191955 4.080715)
2023-03-29,2023,3,Marzo,3,Miércoles,10:50:00,10.0,Mañana,URBANA,CALLE 26 38-02,,CHOQUE,SOLO DA„OS,CAMIONETA,PARTICULAR,,POINT (-76.187982 4.083364)
2023-03-30,2023,3,Marzo,3,Jueves,06:45:00,6.0,Mañana,URBANA,CARRERA 35 CALLE 28,VICTORIA,CHOQUE,CON HERIDOS,CAMPERO,PARTICULAR,VERTICAL,POINT (-76.190457 4.082288)
2023-03-30,2023,3,Marzo,3,Jueves,07:20:00,7.0,Mañana,URBANA,CALLE 13 CALLEJON MORALES,MORALITO,CHOQUE,CON HERIDOS,AUTOMOVIL,PARTICULAR,,POINT (-76.186988 4.094432)
2023-03-30,2023,3,Marzo,3,Jueves,07:40:00,7.0,Mañana,URBANA,CARRERA 40 42-50,VILLA DEL RIO,CHOQUE,CON HERIDOS,MOTOCICLETA,PARTICULAR,SEMAFORO,POINT (-76.195978 4.065909)
2023-03-30,2023,3,Marzo,3,Jueves,16:45:00,16.0,Tarde,URBANA,CARRERA 20 CALLE 5B,,CHOQUE,CON HERIDOS,MOTOCICLETA,PARTICULAR,VERTICAL,POINT (-76.204366 4.100608)
2023-03-30,2023,3,Marzo,3,Jueves,22:40:00,22.0,Noche,URBANA,CALLE 27 CARRERA 15,,CHOQUE,CON HERIDOS,MOTOCICLETA,PARTICULAR,HORIZONTALES,POINT (-76.207027 4.086071)
2023-03-31,2023,3,Marzo,3,Viernes,02:41:00,2.0,Madrugada,URBANA,CARRERA 46 CALLE 54,,ATROPELLO,CON MUERTO,MOTOCICLETA,PARTICULAR,,POINT (-76.191499 4.089869)
2023-03-31,2023,3,Marzo,3,Viernes,10:50:00,10.0,Mañana,URBANA,CALLE 29 CARRERA 37,,CHOQUE,CON HERIDOS,MOTOCICLETA,PARTICULAR,VERTICAL,POINT (-76.189421 4.079717)
2023-03-31,2023,3,Marzo,3,Viernes,12:11:00,12.0,Tarde,URBANA,TRANSVERSAL 20 CALLE 3,,CHOQUE,CON MUERTO,MOTOCICLETA,PARTICULAR,,POINT (-76.200618 4.103851)
2023-04-01,2023,4,Abril,4,Sábado,07:00:00,7.0,Mañana,URBANA,CARRERA 40 13-63,COMUNA 3,CHOQUE,CON HERIDOS,AUTOMOVIL,PARTICULAR,,POINT (-76.178744 4.091357)
2023-04-01,2023,4,Abril,4,Sábado,14:00:00,14.0,Tarde,URBANA,CARRERA 2 # 20-03,LAS VERANERAS,CHOQUE,CON HERIDOS,CAMPERO,PUBLICO,HORIZONTALES,POINT (-76.213172 4.096283)
2023-04-02,2023,4,Abril,4,Domingo,13:30:00,13.0,Tarde,URBANA,CALLE 36 CARRERA 42,EL RETIRO,CHOQUE,SOLO DA„OS,CAMIONETA,PARTICULAR,,POINT (-76.189368 4.073759)
2023-04-02,2023,4,Abril,4,Domingo,02:50:00,2.0,Madrugada,URBANA,CARRERA 40 FRENTE A LA TERRAZA,OLIMPICO,CHOQUE,CON HERIDOS,MOTOCICLETA,PARTICULAR,,POINT (-76.188386 4.077806)
2023-04-02,2023,4,Abril,4,Domingo,13:00:00,13.0,Tarde,URBANA,CALLE 24 CARRERA 3,,CHOQUE,CON HERIDOS,MOTOCICLETA,PARTICULAR,VERTICAL,POINT (-76.211506 4.094094)
2023-04-02,2023,4,Abril,4,Domingo,22:40:00,22.0,Noche,URBANA,CALLE 25 CARRERA 22,CENTRO,CHOQUE,CON HERIDOS,MOTOCICLETA,PARTICULAR,SEMAFORO,POINT (-76.199945 4.086614)
2023-04-03,2023,4,Abril,4,Lunes,09:00:00,9.0,Mañana,URBANA,TRANSVERSAL 12 CALLE 5,,CHOQUE,CON HERIDOS,MOTOCICLETA,PARTICULAR,NINGUNO,POINT (-76.189423 4.100123)
2023-04-06,2023,4,Abril,4,Jueves,14:50:00,14.0,Tarde,URBANA,CARERRA 33A CALLE 40,FATIMA,CHOQUE,SOLO DA„OS,CAMIONETA,PARTICULAR,HORIZONTALES,POINT (-76.193519 4.073161)
2023-04-08,2023,4,Abril,4,Sábado,19:30:00,19.0,Noche,URBANA,CARRERA 34A CALLE 33,VICTORIA,CHOQUE,CON HERIDOS,AUTOMOVIL,PARTICULAR,VERTICAL,POINT (-76.191499 4.089869)
2023-04-09,2023,4,Abril,4,Domingo,11:00:00,11.0,Mañana,URBANA,CARRERA 30 # 30-46,VICTORIA,CHOQUE,SOLO DA„OS,CAMIONETA,PARTICULAR,,POINT (-76.194708 4.08004)
2023-04-09,2023,4,Abril,4,Domingo,13:00:00,13.0,Tarde,URBANA,TRANSVERSAL 12 CARRERA 22,TRASVERSAL 12,CHOQUE,CON MUERTO,MOTOCICLETA,PARTICULAR,SEMAFORO,POINT (-76.201856 4.096575)
2023-04-10,2023,4,Abril,4,Lunes,10:30:00,10.0,Mañana,URBANA,CARRERA 28A # 17-04,SAN ANTONIO,CHOQUE,CON MUERTO,MOTOCICLETA,PARTICULAR,,POINT (-76.193748 4.092196)
2023-04-11,2023,4,Abril,4,Martes,09:13:00,9.0,Mañana,URBANA,CARRERA 34 CALLE 28,,CHOQUE,CON HERIDOS,MOTOCICLETA,PARTICULAR,VERTICAL,POINT (-76.191298 4.082456)
2023-04-11,2023,4,Abril,4,Martes,15:15:00,15.0,Tarde,URBANA,CARRERA 40 CARRERA 30,VILLA DEL RIO,ATROPELLO,CON MUERTO,TRACTOCAMION,PUBLICO,,POINT (-76.193881 4.068214)
2023-04-12,2023,4,Abril,4,Miércoles,18:10:00,18.0,Noche,URBANA,CARRERA 30 # 15-34,POPULAR,CHOQUE,SOLO DA„OS,MOTOCICLETA,PARTICULAR,SEMAFORO,POINT (-76.18981 4.091591)
2023-04-13,2023,4,Abril,4,Jueves,14:40:00,14.0,Tarde,URBANA,TRANSVERSAL 12 21-24,CHIMINANGOS,CHOQUE,SOLO DA„OS,TAXI,PUBLICO,,POINT (-76.202208 4.09587)
2023-04-14,2023,4,Abril,4,Viernes,14:10:00,14.0,Tarde,URBANA,TRANSVERSAL 12 CALLE 26A,BOLIVAR,CHOQUE,CON HERIDOS,MOTOCICLETA,PARTICULAR,HORIZONTALES,POINT (-76.189423 4.100123)
2023-04-15,2023,4,Abril,4,Sábado,07:50:00,7.0,Mañana,URBANA,CALLE 43 # 27A-136,LA BASTILLA,CHOQUE,SOLO DA„OS,AUTOMOVIL,PARTICULAR,,POINT (-76.19674 4.068218)
2023-04-15,2023,4,Abril,4,Sábado,09:55:00,9.0,Mañana,URBANA,CARRERA 25 CALLE 28,CENTRO,CHOQUE,CON HERIDOS,MOTOCICLETA,PARTICULAR,SEMAFORO,POINT (-76.198117 4.083484)
2023-04-15,2023,4,Abril,4,Sábado,13:30:00,13.0,Tarde,URBANA,CARRERA 34 CALLE 28,VICTORIA,CHOQUE,CON HERIDOS,MOTOCICLETA,PARTICULAR,VERTICAL,POINT (-76.191298 4.082456)
2023-04-16,2023,4,Abril,4,Domingo,01:45:00,1.0,Madrugada,URBANA,CARRERA 30 CALLE 36,,CHOQUE,CON MUERTO,AUTOMOVIL,PARTICULAR,,POINT (-76.195165 4.076172)
2023-04-16,2023,4,Abril,4,Domingo,22:30:00,22.0,Noche,URBANA,CALLE 27 CARRERA 27,CENTRO,CHOQUE,CON MUERTO,MOTOCICLETA,PARTICULAR,SEMAFORO,POINT (-76.196302 4.084109)
2023-04-20,2023,4,Abril,4,Jueves,13:30:00,13.0,Tarde,URBANA,CARRERA 30 CALLE 24,CESPEDES,CHOQUE,CON HERIDOS,MOTOCICLETA,PARTICULAR,,POINT (-76.194072 4.086248)
2023-04-20,2023,4,Abril,4,Jueves,17:50:00,17.0,Tarde,URBANA,CARRERA 40 RANCHO PANORAMA,COMUNA 3,CHOQUE,CON HERIDOS,MOTOCICLETA,PARTICULAR,,POINT (-76.177198 4.094367)
2023-04-21,2023,4,Abril,4,Viernes,15:00:00,15.0,Tarde,URBANA,CARERRA 22 # 27-18,,CHOQUE,SOLO DA„OS,MOTOCICLETA,PARTICULAR,,POINT (-76.200375 4.084738)
2023-04-21,2023,4,Abril,4,Viernes,20:43:00,20.0,Noche,URBANA,CALLE 25 CARRERA 27,CENTRO,CHOQUE,CON HERIDOS,MOTOCICLETA,PARTICULAR,SEMAFORO,POINT (-76.195945 4.085935)
2023-04-24,2023,4,Abril,4,Lunes,06:06:00,6.0,Mañana,URBANA,CARRERA 10 # 25D 12,MARANDUA,CHOQUE,CON HERIDOS,MOTOCICLETA,PARTICULAR,,POINT (-76.203428 4.096419)
2023-04-24,2023,4,Abril,4,Lunes,00:50:00,0.0,Madrugada,RURAL,VIA TULUA LA MARINA SECTOR LA Y,,CHOQUE,CON MUERTO,MOTOCICLETA,PARTICULAR,NINGUNO,POINT (-76.140337 4.076701)
2023-04-24,2023,4,Abril,4,Lunes,08:30:00,8.0,Mañana,URBANA,VIA PRINCIPAL AGUA CLARA FRENTE 27-31,AGUACLARA,CHOQUE,CON MUERTO,MOTOCICLETA,PARTICULAR,,POINT (-76.194503 4.10457)
2023-04-24,2023,4,Abril,4,Lunes,11:10:00,11.0,Mañana,URBANA,CARRERA 20 CALLE 30,SAJONIA,CHOQUE,CON HERIDOS,CAMIONETA,PARTICULAR,,POINT (-76.202468 4.082719)
2023-04-25,2023,4,Abril,4,Martes,07:00:00,7.0,Mañana,URBANA,CARRERA 24 CALLE 28,CENTRO,CHOQUE,SOLO DA„OS,AUTOMOVIL,PARTICULAR,VERTICAL,POINT (-76.198933 4.083646)
2023-04-25,2023,4,Abril,4,Martes,,,Noche,URBANA,TRANSVERSAL 12 CARRERA 28A,,CHOQUE,SOLO DA„OS,AUTOMOVIL,PARTICULAR,,POINT (-76.193382 4.101963)
2023-04-25,2023,4,Abril,4,Martes,14:03:00,14.0,Tarde,URBANA,TRANSVERSAL 12 AV SIMON BOLIVAR,PORTALES DEL RIO,CHOQUE,CON HERIDOS,MOTOCICLETA,PARTICULAR,SEMAFORO,POINT (-76.189423 4.100123)
2023-04-26,2023,4,Abril,4,Miércoles,13:10:00,13.0,Tarde,URBANA,CARRERA 21 CALLE 32,SAJONIA,CHOQUE,CON HERIDOS,MOTOCICLETA,PARTICULAR,VERTICAL,POINT (-76.201795 4.080615)
2023-04-27,2023,4,Abril,4,Jueves,07:30:00,7.0,Mañana,URBANA,CALLE 27 CARRERA 18A-10,LA ESPERANZA,CHOQUE,SOLO DA„OS,AUTOMOVIL,PARTICULAR,,POINT (-76.203428 4.084461)
2023-04-27,2023,4,Abril,4,Jueves,19:10:00,19.0,Noche,URBANA,CARRERA 30 CALLE 21,,CHOQUE,CON HERIDOS,CAMIONETA,PARTICULAR,SEMAFORO,POINT (-76.19287 4.088597)
2023-04-29,2023,4,Abril,4,Sábado,11:30:00,11.0,Mañana,URBANA,CALLE 5B CON 20,SAN LUIS,CHOQUE,CON HERIDOS,MOTOCICLETA,PARTICULAR,HORIZONTALES,POINT (-76.202828 4.100478)
2023-04-29,2023,4,Abril,4,Sábado,12:40:00,12.0,Tarde,RURAL,VIA DE TULUA LA MARINA LA Y + 1 KM,,CHOQUE,CON HERIDOS,MICROBUS,PARTICULAR,,POINT (-76.140337 4.076701)
2023-04-29,2023,4,Abril,4,Sábado,17:15:00,17.0,Tarde,URBANA,CALLE 41 CARERRA 23,PRINCIPE,CHOQUE,SOLO DA„OS,AUTOMOVIL,PARTICULAR,VERTICAL,POINT (-76.202273 4.072844)
2023-04-30,2023,4,Abril,4,Domingo,03:00:00,3.0,Madrugada,URBANA,CARRERA 28A FRENTE 17-56,VIA SAN ANTONIO,VOLCAMIENTO,CON MUERTO,MOTOCICLETA,PARTICULAR,,POINT (-76.193337 4.102057)
2023-05-01,2023,5,Mayo,5,Lunes,07:50:00,7.0,Mañana,URBANA,CALLE 25 CARRERA 2,FARFAN,CHOQUE,CON HERIDOS,MOTOCICLETA,PARTICULAR,NINGUNO,POINT (-76.212483 4.093121)
2023-05-02,2023,5,Mayo,5,Martes,13:25:00,13.0,Tarde,URBANA,CARERRA 29 CALLE 21,,CHOQUE,CON HERIDOS,MOTOCICLETA,PARTICULAR,,POINT (-76.193506 4.089151)
2023-05-02,2023,5,Mayo,5,Martes,16:30:00,16.0,Tarde,URBANA,CALLE 13 CARRERA 38A,MORALES,CHOQUE,SOLO DA„OS,MOTOCICLETA,PARTICULAR,,POINT (-76.185718 4.093217)
2023-05-02,2023,5,Mayo,5,Martes,18:30:00,18.0,Noche,URBANA,CARRERA 24 CALLE 3B,,CHOQUE,CON HERIDOS,MOTOCICLETA,PARTICULAR,NINGUNO,POINT (-76.199265 4.102613)
2023-05-03,2023,5,Mayo,5,Miércoles,13:45:00,13.0,Tarde,URBANA,CARERRA 40 CALLE 25,COMUNA 2,CHOQUE,CON HERIDOS,MOTOCICLETA,PARTICULAR,NINGUNO,POINT (-76.186221 4.084033)
2023-05-03,2023,5,Mayo,5,Miércoles,20:00:00,20.0,Noche,URBANA,CARERRA 28B FRENTE AL 9A23,PORTALES DEL RIO,CHOQUE,SOLO DA„OS,MOTOCICLETA,PARTICULAR,,POINT (-76.192522 4.093585)
2023-05-04,2023,5,Mayo,5,Jueves,15:55:00,15.0,Tarde,URBANA,CARRERA 21 CALLE 32,SAJONIA,CHOQUE,CON HERIDOS,MOTOCICLETA,PARTICULAR,VERTICAL,POINT (-76.201795 4.080615)
2023-05-05,2023,5,Mayo,5,Viernes,16:00:00,16.0,Tarde,URBANA,CARERRA 22 CALLE 41A,,CHOQUE,CON HERIDOS,MOTOCICLETA,PARTICULAR,,POINT (-76.19944 4.071017)
2023-05-05,2023,5,Mayo,5,Viernes,09:00:00,9.0,Mañana,URBANA,CARRERA 28B CALLE 17,COMUNA 3,CHOQUE,CON HERIDOS,MOTOCICLETA,PARTICULAR,VERTICAL,POINT (-76.192942 4.092032)
2023-05-06,2023,5,Mayo,5,Sábado,12:19:00,12.0,Tarde,URBANA,CARERRA 30 CALLE 22,CESPEDES,CHOQUE,CON HERIDOS,MOTOCICLETA,PARTICULAR,VERTICAL,POINT (-76.191456 4.089971)
2023-05-06,2023,5,Mayo,5,Sábado,18:25:00,18.0,Noche,URBANA,VIA PRINCIPAL CORREGIMIENTO DE NARI„O,COMUNA 7,ATROPELLO,CON HERIDOS,TRACTOCAMION,PUBLICO,HORIZONTALES,POINT (-76.234876 4.091011)
2023-05-07,2023,5,Mayo,5,Domingo,12:14:00,12.0,Tarde,URBANA,TRANSVERSAL 12 # 21-33,,CHOQUE,CON HERIDOS,MOTOCICLETA,PARTICULAR,SEMAFORO,POINT (-76.202208 4.09587)
2023-05-08,2023,5,Mayo,5,Lunes,08:00:00,8.0,Mañana,URBANA,CALLE 43 FRENTE A HOMECENTER,EL RETIRO,CHOQUE,CON HERIDOS,MOTOCICLETA,PARTICULAR,,POINT (-76.190907 4.071907)
2023-05-08,2023,5,Mayo,5,Lunes,11:43:00,11.0,Mañana,RURAL,TULUA RIOFFRIO CAI CORALIA + 300 MTS,VIA RIOFRIO,CHOQUE,CON HERIDOS,MOTOCICLETA,PARTICULAR,HORIZONTALES,POINT (-76.213454 4.087192)
2023-05-10,2023,5,Mayo,5,Miércoles,08:30:00,8.0,Mañana,URBANA,CARRERA 27 CALLE 32,COMUNA 5,CHOQUE,CON HERIDOS,CAMIONETA,PUBLICO,VERTICAL,POINT (-76.197063 4.079788)
2023-05-12,2023,5,Mayo,5,Viernes,08:50:00,8.0,Mañana,URBANA,CALLE 27 CARERRA 9 OESTE,,CHOQUE,CON HERIDOS,MOTOCICLETA,PARTICULAR,NINGUNO,POINT (-76.207733 4.092962)
2023-05-12,2023,5,Mayo,5,Viernes,20:00:00,20.0,Noche,URBANA,CALLE 25 T 10-97,COMUNA 6,CHOQUE,SOLO DA„OS,AUTOMOVIL,PARTICULAR,,POINT (-76.204232 4.089084)
2023-05-13,2023,5,Mayo,5,Sábado,11:30:00,11.0,Mañana,URBANA,CARRERA 19 CALLE 32,COMUNA 6,CHOQUE,CON HERIDOS,MOTOCICLETA,PARTICULAR,SEMAFORO,POINT (-76.203289 4.080993)
2023-05-14,2023,5,Mayo,5,Domingo,16:50:00,16.0,Tarde,URBANA,CALLE 21 FRENTE 23-30,,CHOQUE,CON HERIDOS,MOTOCICLETA,PARTICULAR,VERTICAL,POINT (-76.523706 3.453266)
2023-05-15,2023,5,Mayo,5,Lunes,08:10:00,8.0,Mañana,URBANA,CARRERA 20 CALLE 26C,,CHOQUE,CON HERIDOS,MOTOCICLETA,PARTICULAR,,POINT (-76.20948 4.088986)
2023-05-17,2023,5,Mayo,5,Miércoles,07:35:00,7.0,Mañana,URBANA,CARRERA 40 31-66,COMUNA 2,CHOQUE,CON HERIDOS,BICICLETA,PARTICULAR,,POINT (-76.188947 4.077319)
2023-05-17,2023,5,Mayo,5,Miércoles,23:00:00,23.0,Noche,URBANA,CARERRA 36 CARRERA 32,COMUNA 1,CHOQUE,CON HERIDOS,MOTOCICLETA,PARTICULAR,NINGUNO,POINT (-76.192828 4.086034)
2023-05-19,2023,5,Mayo,5,Viernes,12:39:00,12.0,Tarde,URBANA,CARRERA 22 CALLE 5,COMUNA 9,CHOQUE,CON HERIDOS,MOTOCICLETA,PARTICULAR,VERTICAL,POINT (-76.203125 4.101202)
2023-05-20,2023,5,Mayo,5,Sábado,,,Noche,URBANA,CALLE 34 CARRERA 34,,CHOQUE,CON HERIDOS,MOTOCICLETA,PARTICULAR,VERTICAL,POINT (-76.193265 4.077264)
2023-05-20,2023,5,Mayo,5,Sábado,22:39:00,22.0,Noche,URBANA,CALLE 22 CARRERA 21,PALOBONITO,CHOQUE,CON HERIDOS,AUTOMOVIL,PARTICULAR,VERTICAL,POINT (-76.200025 4.0893)
2023-05-21,2023,5,Mayo,5,Domingo,22:10:00,22.0,Noche,URBANA,CARRERA 40 CALLE 26,COMUNA 2,CHOQUE,SOLO DA„OS,AUTOMOVIL,PARTICULAR,SEMAFORO,POINT (-76.186386 4.083118)
2023-05-24,2023,5,Mayo,5,Miércoles,16:00:00,16.0,Tarde,URBANA,CARRERA 3 CALLE 20,COMUNA 7,CHOQUE,CON HERIDOS,MOTOCICLETA,PARTICULAR,HORIZONTALES,POINT (-76.211494 4.094322)
2023-05-25,2023,5,Mayo,5,Jueves,12:30:00,12.0,Tarde,URBANA,CARRERA 40 CALLE 29,,CHOQUE,SOLO DA„OS,MOTOCICLETA,PARTICULAR,SEMAFORO,POINT (-76.187571 4.079096)
2023-05-27,2023,5,Mayo,5,Sábado,22:00:00,22.0,Noche,URBANA,CARRERA 34 CALLE 41,,CHOQUE,CON HERIDOS,AUTOMOVIL,PARTICULAR,VERTICAL,POINT (-76.192621 4.0727)
2023-05-27,2023,5,Mayo,5,Sábado,18:30:00,18.0,Noche,URBANA,CARRERA 27A CALLE 36,AVENIDA CALI,ATROPELLO,CON HERIDOS,AUTOMOVIL,PARTICULAR,,POINT (-76.196419 4.076309)
2023-05-29,2023,5,Mayo,5,Lunes,12:00:00,12.0,Tarde,URBANA,CARRERA 25 CALLE 12B,COMUNA 9,CHOQUE,CON HERIDOS,MOTOCICLETA,PARTICULAR,NINGUNO,POINT (-76.198439 4.096872)
2023-05-30,2023,5,Mayo,5,Martes,07:45:00,7.0,Mañana,URBANA,CALLE 27 # 15-11,LA ESPERANZA,CHOQUE,CON HERIDOS,MOTOCICLETA,PARTICULAR,,POINT (-76.2057 4.086087)
2023-06-02,2023,6,Junio,6,Viernes,12:20:00,12.0,Tarde,URBANA,CALLE 25 CARRERA 24,,CHOQUE,CON HERIDOS,MOTOCICLETA,PARTICULAR,SEMAFORO,POINT (-76.198436 4.086369)
2023-06-04,2023,6,Junio,6,Domingo,21:00:00,21.0,Noche,URBANA,CALLE 27W FRENTE AL CALLEJON SANTA RITA,COMUNA 6,CHOQUE,CON HERIDOS,MOTOCICLETA,PARTICULAR,NINGUNO,POINT (-76.197618 4.069619)
2023-06-04,2023,6,Junio,6,Domingo,21:30:00,21.0,Noche,URBANA,CALLE 27 FRENTE AL AEROPUERTO,,CHOQUE,CON HERIDOS,MOTOCICLETA,PARTICULAR,,POINT (-76.223473 4.088965)
2023-06-04,2023,6,Junio,6,Domingo,22:00:00,22.0,Noche,URBANA,TRANSVERSAL 12 CARRERA 22,COMUNA 8,CHOQUE,CON HERIDOS,MOTOCICLETA,PARTICULAR,SEMAFORO,POINT (-76.201856 4.096575)
2023-06-05,2023,6,Junio,6,Lunes,14:48:00,14.0,Tarde,URBANA,CALLE 27 CARRERA 22,CENTRO,VOLCAMIENTO,CON MUERTO,MOTOCICLETA,PARTICULAR,,POINT (-76.200234 4.084848)
2023-06-06,2023,6,Junio,6,Martes,08:20:00,8.0,Mañana,URBANA,CARRERA 28 CALLE 28,,CHOQUE,SOLO DA„OS,AUTOMOVIL,PARTICULAR,VERTICAL,POINT (-76.19563 4.083083)
2023-06-10,2023,6,Junio,6,Sábado,00:11:00,0.0,Madrugada,URBANA,CALLE 41A # 26-37,PRINCIPE,CHOQUE,CON HERIDOS,CAMPERO,PARTICULAR,,POINT (-76.199129 4.071066)
2023-06-11,2023,6,Junio,6,Domingo,12:40:00,12.0,Tarde,URBANA,TRANSVERSAL 12 # 28-202,COMUNA 9,CHOQUE,CON MUERTO,BICICLETA,PARTICULAR,,POINT (-76.192413 4.101662)
2023-06-11,2023,6,Junio,6,Domingo,13:00:00,13.0,Tarde,URBANA,CARRERA 22 CALLE 22,PALOBONITO,CHOQUE,CON HERIDOS,MOTOCICLETA,PARTICULAR,SEMAFORO,POINT (-76.199472 4.089201)
2023-06-11,2023,6,Junio,6,Domingo,14:40:00,14.0,Tarde,URBANA,CARRERA 23 CALLE 12,EL JARDIN,CHOQUE,CON HERIDOS,MOTOCICLETA,PARTICULAR,NINGUNO,POINT (-76.199872 4.097486)
2023-06-11,2023,6,Junio,6,Domingo,19:50:00,19.0,Noche,URBANA,CALLE 24 CARRERA 4A,,CHOQUE,CON HERIDOS,TAXI,PUBLICO,VERTICAL,POINT (-76.201271 4.090503)
2023-06-12,2023,6,Junio,6,Lunes,12:45:00,12.0,Tarde,URBANA,CARRERA 22 FRENTE 5A11,COMUNA 9,CHOQUE,SOLO DA„OS,CAMIONETA,PARTICULAR,NINGUNO,POINT (-76.199389 4.089646)
2023-06-14,2023,6,Junio,6,Miércoles,16:40:00,16.0,Tarde,URBANA,CALLE 21 # 23-30,,CHOQUE,CON HERIDOS,MOTOCICLETA,PARTICULAR,,POINT (-76.198203 4.089689)
2023-06-16,2023,6,Junio,6,Viernes,15:30:00,15.0,Tarde,URBANA,CARRERA 40 NORTE-SUR P/RA MORALES,,CHOQUE,CON HERIDOS,MOTOCICLETA,PARTICULAR,,POINT (-76.188386 4.077806)
2023-06-16,2023,6,Junio,6,Viernes,18:30:00,18.0,Noche,URBANA,CARRERA 30 CALLE 38,COMUNA 1,CHOQUE,CON HERIDOS,AUTOMOVIL,PARTICULAR,NINGUNO,POINT (-76.195092 4.074666)
2023-06-16,2023,6,Junio,6,Viernes,18:30:00,18.0,Noche,URBANA,CALLE 38 FRENTE 30-11,COMUNA 1,CHOQUE,SOLO DA„OS,AUTOMOVIL,PARTICULAR,,POINT (-76.298167 3.53486)
2023-06-17,2023,6,Junio,6,Sábado,,,Noche,URBANA,CALLE 27 CARRERA 3W,,,CON HERIDOS,MOTOCICLETA,PARTICULAR,,POINT (-76.204025 4.085555)
2023-06-18,2023,6,Junio,6,Domingo,16:00:00,16.0,Tarde,URBANA,CALLE 27 CARRERA 24,CENTRO,CHOQUE,SOLO DA„OS,AUTOMOVIL,PARTICULAR,SEMAFORO,POINT (-76.198762 4.084575)
2023-06-18,2023,6,Junio,6,Domingo,17:30:00,17.0,Tarde,URBANA,CARRERA 40 #28-98,PANAMERICANO,CHOQUE,SOLO DA„OS,MOTOCICLETA,PARTICULAR,,POINT (-76.18848 4.078042)
2023-06-20,2023,6,Junio,6,Martes,06:30:00,6.0,Mañana,URBANA,CARRERA 2 CALLE 20,FARFAN,CHOQUE,CON HERIDOS,MOTOCICLETA,PARTICULAR,,POINT (-76.212929 4.095445)
2023-06-20,2023,6,Junio,6,Martes,,,Noche,URBANA,CARRERA 40 DIAGONAL A CARICIAS,,VOLCAMIENTO,CON HERIDOS,MOTOCICLETA,PARTICULAR,,POINT (-76.188386 4.077806)
2023-06-22,2023,6,Junio,6,Jueves,17:20:00,17.0,Tarde,URBANA,CALLE 38 CARRERA 25,,CHOQUE,CON HERIDOS,MOTOCICLETA,PARTICULAR,VERTICAL,POINT (-76.199488 4.075878)
2023-06-22,2023,6,Junio,6,Jueves,18:50:00,18.0,Noche,URBANA,CALLE 25 CARRERA 6,COMUNA 7,CHOQUE,CON HERIDOS,MOTOCICLETA,PARTICULAR,NINGUNO,POINT (-76.209823 4.09311)
2023-06-23,2023,6,Junio,6,Viernes,00:15:00,0.0,Madrugada,URBANA,CALLE 25 CARRERA 33,COMUNA 2,CHOQUE,CON HERIDOS,MOTOCICLETA,PARTICULAR,VERTICAL,POINT (-76.191746 4.085005)
2023-06-25,2023,6,Junio,6,Domingo,21:15:00,21.0,Noche,URBANA,TRANSVERSAL 12 VIA TERMINAL,,VOLCAMIENTO,CON HERIDOS,CAMIONETA,PARTICULAR,NINGUNO,POINT (-76.189423 4.100123)
2023-06-27,2023,6,Junio,6,Martes,08:40:00,8.0,Mañana,URBANA,CARRERA 24 CALLE 27,CENTRO,CHOQUE,CON HERIDOS,MOTOCICLETA,PARTICULAR,HORIZONTALES,POINT (-76.198762 4.084575)
2023-06-29,2023,6,Junio,6,Jueves,07:30:00,7.0,Mañana,URBANA,CALLE 29 CARRERA 26,,CHOQUE,CON HERIDOS,MOTOCICLETA,PARTICULAR,SEMAFORO,POINT (-76.197407 4.082535)
2023-07-02,2023,7,Julio,7,Domingo,21:30:00,21.0,Noche,URBANA,CARRERA 40 CALLE 20,ALVERNIA,CHOQUE,CON HERIDOS,TAXI,PUBLICO,,POINT (-76.184973 4.086495)
